brand_name_raw,상호명,지점명,시도명,시군구명,match_method,match_confidence,review_reason
던킨/던킨도너츠,던킨도너츠홍제역점,,서울특별시,서대문구,prefix_short_brand,medium_short_brand,브랜드명이 짧아(4자 미만) 접두어가 일치해도 동명의 무관한 개인 상호일 가능성 있음
던킨/던킨도너츠,던킨서울역트윈시티점,,서울특별시,용산구,prefix_short_brand,medium_short_brand,브랜드명이 짧아(4자 미만) 접두어가 일치해도 동명의 무관한 개인 상호일 가능성 있음
던킨/던킨도너츠,던킨도너츠양천,구청점,서울특별시,양천구,prefix_short_brand,medium_short_brand,브랜드명이 짧아(4자 미만) 접두어가 일치해도 동명의 무관한 개인 상호일 가능성 있음
던킨/던킨도너츠,던킨용산,이마트점,서울특별시,용산구,prefix_short_brand,medium_short_brand,브랜드명이 짧아(4자 미만) 접두어가 일치해도 동명의 무관한 개인 상호일 가능성 있음
던킨/던킨도너츠,던킨도너츠강동,구청점,서울특별시,강동구,prefix_short_brand,medium_short_brand,브랜드명이 짧아(4자 미만) 접두어가 일치해도 동명의 무관한 개인 상호일 가능성 있음
던킨/던킨도너츠,던킨송파,방이점,서울특별시,송파구,prefix_short_brand,medium_short_brand,브랜드명이 짧아(4자 미만) 접두어가 일치해도 동명의 무관한 개인 상호일 가능성 있음
던킨/던킨도너츠,던킨양재하나로점,,서울특별시,서초구,prefix_short_brand,medium_short_brand,브랜드명이 짧아(4자 미만) 접두어가 일치해도 동명의 무관한 개인 상호일 가능성 있음
던킨/던킨도너츠,던킨홍대역점,,서울특별시,마포구,prefix_short_brand,medium_short_brand,브랜드명이 짧아(4자 미만) 접두어가 일치해도 동명의 무관한 개인 상호일 가능성 있음
던킨/던킨도너츠,던킨도너츠경복궁도반,병원점,서울특별시,종로구,prefix_short_brand,medium_short_brand,브랜드명이 짧아(4자 미만) 접두어가 일치해도 동명의 무관한 개인 상호일 가능성 있음
던킨/던킨도너츠,던킨도너츠부평동아점,,인천광역시,부평구,prefix_short_brand,medium_short_brand,브랜드명이 짧아(4자 미만) 접두어가 일치해도 동명의 무관한 개인 상호일 가능성 있음
던킨/던킨도너츠,던킨도너츠전주아중점,,전북특별자치도,전주시 덕진구,prefix_short_brand,medium_short_brand,브랜드명이 짧아(4자 미만) 접두어가 일치해도 동명의 무관한 개인 상호일 가능성 있음
던킨/던킨도너츠,던킨전주,이마트점,전북특별자치도,전주시 완산구,prefix_short_brand,medium_short_brand,브랜드명이 짧아(4자 미만) 접두어가 일치해도 동명의 무관한 개인 상호일 가능성 있음
던킨/던킨도너츠,던킨군산나운점,,전북특별자치도,군산시,prefix_short_brand,medium_short_brand,브랜드명이 짧아(4자 미만) 접두어가 일치해도 동명의 무관한 개인 상호일 가능성 있음
던킨/던킨도너츠,비알던킨도너츠왕십리민자역사점주,코리아,서울특별시,성동구,contains_nonprefix,low,브랜드명이 상호명 맨 앞이 아닌 중간/뒤에 위치 (접두어 불일치)
던킨/던킨도너츠,비알던킨도너츠양재사옥주,코리아,서울특별시,서초구,contains_nonprefix,low,브랜드명이 상호명 맨 앞이 아닌 중간/뒤에 위치 (접두어 불일치)
던킨/던킨도너츠,비알던킨도너츠김포공항국제주,코리아,서울특별시,강서구,contains_nonprefix,low,브랜드명이 상호명 맨 앞이 아닌 중간/뒤에 위치 (접두어 불일치)
던킨/던킨도너츠,비알던킨도너츠서울대병원,코리아,서울특별시,종로구,contains_nonprefix,low,브랜드명이 상호명 맨 앞이 아닌 중간/뒤에 위치 (접두어 불일치)
던킨/던킨도너츠,비알던킨도너츠선릉역,코리아,서울특별시,강남구,contains_nonprefix,low,브랜드명이 상호명 맨 앞이 아닌 중간/뒤에 위치 (접두어 불일치)
던킨/던킨도너츠,비알던킨도너츠청담원더스,코리아,서울특별시,강남구,contains_nonprefix,low,브랜드명이 상호명 맨 앞이 아닌 중간/뒤에 위치 (접두어 불일치)
던킨/던킨도너츠,비알던킨도너츠원더스서울역,코리아,서울특별시,용산구,contains_nonprefix,low,브랜드명이 상호명 맨 앞이 아닌 중간/뒤에 위치 (접두어 불일치)
던킨/던킨도너츠,비알던킨도너츠울산역사,코리아,울산광역시,울주군,contains_nonprefix,low,브랜드명이 상호명 맨 앞이 아닌 중간/뒤에 위치 (접두어 불일치)
던킨/던킨도너츠,코레일유통던킨도너츠(제물포역사점)주,,인천광역시,미추홀구,contains_nonprefix,low,브랜드명이 상호명 맨 앞이 아닌 중간/뒤에 위치 (접두어 불일치)
던킨/던킨도너츠,비알던킨도너츠청량리역사점주,코리아,서울특별시,동대문구,contains_nonprefix,low,브랜드명이 상호명 맨 앞이 아닌 중간/뒤에 위치 (접두어 불일치)
던킨/던킨도너츠,비알던킨도너츠검암역사,코리아,인천광역시,서해구,contains_nonprefix,low,브랜드명이 상호명 맨 앞이 아닌 중간/뒤에 위치 (접두어 불일치)
던킨/던킨도너츠,비알던킨도너츠T1인천공항키오스크,코리아,인천광역시,영종구,contains_nonprefix,low,브랜드명이 상호명 맨 앞이 아닌 중간/뒤에 위치 (접두어 불일치)
던킨/던킨도너츠,비알던킨도너츠제주시청점,코리아,제주특별자치도,제주시,contains_nonprefix,low,브랜드명이 상호명 맨 앞이 아닌 중간/뒤에 위치 (접두어 불일치)
