experiment_id,rank,hit@5,ndcg@5,hit@10,ndcg@10,hit@20,ndcg@20
popularity_total_sales,618.2791666666667,0.09999999999999999,0.04849898054625351,0.09999999999999999,0.04849898054625351,0.16666666666666666,0.06533201662587422
popularity_composite,621.4958333333333,0.05833333333333334,0.02866833741377116,0.09999999999999999,0.043240998132128734,0.17500000000000002,0.061820730642417505
popularity_total_transactions,634.1041666666666,0.024999999999999998,0.012499999999999999,0.10833333333333334,0.03754786602183901,0.17500000000000002,0.054956056456236406
