brand_id_a,brand_a,brand_id_b,brand_b,shared_top10_areas,jaccard_top10
BRD_20080500016,던킨/던킨도너츠,BRD_20240478,화이트리에,8,0.6666666666666666
BRD_20080500016,던킨/던킨도너츠,BRD_20230468,소림사,8,0.6666666666666666
BRD_20080500016,던킨/던킨도너츠,BRD_20201275,호두당,8,0.6666666666666666
BRD_20140288,스트릿츄러스,BRD_20201275,호두당,8,0.6666666666666666
BRD_20140288,스트릿츄러스,BRD_20260378,빵굼터,8,0.6666666666666666
BRD_20211367,삼송빵집,BRD_20240814,보리원,8,0.6666666666666666
BRD_20140306,롤링핀,BRD_20211367,삼송빵집,8,0.6666666666666666
BRD_20240723,올드몬트베이글,BRD_20260378,빵굼터,8,0.6666666666666666
BRD_20240723,올드몬트베이글,BRD_20250749,디에그,8,0.6666666666666666
BRD_20240478,화이트리에,BRD_20240723,올드몬트베이글,8,0.6666666666666666
BRD_20140778,크리스피크림,BRD_20170827,핫브레드 ,8,0.6666666666666666
BRD_20150085,못난이꽈배기,BRD_20160521,심봉사도로케,8,0.6666666666666666
BRD_20161137,명랑시대쌀핫도그,BRD_20201275,호두당,8,0.6666666666666666
BRD_20201275,호두당,BRD_20211367,삼송빵집,8,0.6666666666666666
BRD_20201275,호두당,BRD_20240723,올드몬트베이글,8,0.6666666666666666
BRD_20230468,소림사,BRD_20240723,올드몬트베이글,8,0.6666666666666666
BRD_20230468,소림사,BRD_20240478,화이트리에,8,0.6666666666666666
BRD_20211367,삼송빵집,BRD_20260378,빵굼터,8,0.6666666666666666
BRD_20211367,삼송빵집,BRD_20240723,올드몬트베이글,8,0.6666666666666666
BRD_20080500016,던킨/던킨도너츠,BRD_20140306,롤링핀,8,0.6666666666666666
BRD_20080100039,뚜레쥬르,BRD_20080100675,호밀호두,8,0.6666666666666666
BRD_20140288,스트릿츄러스,BRD_20250749,디에그,8,0.6666666666666666
BRD_20080100675,호밀호두,BRD_20201275,호두당,8,0.6666666666666666
BRD_20080100675,호밀호두,BRD_20140306,롤링핀,8,0.6666666666666666
BRD_20080100039,뚜레쥬르,BRD_20161137,명랑시대쌀핫도그,8,0.6666666666666666
BRD_20080100039,뚜레쥬르,BRD_20201275,호두당,8,0.6666666666666666
BRD_20080100675,호밀호두,BRD_20260378,빵굼터,8,0.6666666666666666
BRD_20080100675,호밀호두,BRD_20161137,명랑시대쌀핫도그,8,0.6666666666666666
BRD_20080100675,호밀호두,BRD_20240814,보리원,8,0.6666666666666666
BRD_20080100675,호밀호두,BRD_20250749,디에그,8,0.6666666666666666
BRD_20140288,스트릿츄러스,BRD_20230468,소림사,7,0.5384615384615384
BRD_20080100675,호밀호두,BRD_20140288,스트릿츄러스,7,0.5384615384615384
BRD_20140306,롤링핀,BRD_20161137,명랑시대쌀핫도그,7,0.5384615384615384
BRD_20080100675,호밀호두,BRD_20240478,화이트리에,7,0.5384615384615384
BRD_20140288,스트릿츄러스,BRD_20240723,올드몬트베이글,7,0.5384615384615384
BRD_20080100675,호밀호두,BRD_20220253,곤트란쉐리에(Gontran Cherrier),7,0.5384615384615384
BRD_20140288,스트릿츄러스,BRD_20240478,화이트리에,7,0.5384615384615384
BRD_20120100621,더베이크,BRD_20140288,스트릿츄러스,7,0.5384615384615384
BRD_20120100621,더베이크,BRD_20150085,못난이꽈배기,7,0.5384615384615384
BRD_20140288,스트릿츄러스,BRD_20150052,빵장수단팥빵,7,0.5384615384615384
BRD_20140288,스트릿츄러스,BRD_20140778,크리스피크림,7,0.5384615384615384
BRD_20140306,롤링핀,BRD_20230468,소림사,7,0.5384615384615384
BRD_20080100039,뚜레쥬르,BRD_20240478,화이트리에,7,0.5384615384615384
BRD_20201275,호두당,BRD_20230468,소림사,7,0.5384615384615384
BRD_20201275,호두당,BRD_20240478,화이트리에,7,0.5384615384615384
BRD_20080100039,뚜레쥬르,BRD_20211367,삼송빵집,7,0.5384615384615384
BRD_20140288,스트릿츄러스,BRD_20161137,명랑시대쌀핫도그,7,0.5384615384615384
BRD_20140306,롤링핀,BRD_20240478,화이트리에,7,0.5384615384615384
BRD_20080100675,호밀호두,BRD_20080500016,던킨/던킨도너츠,7,0.5384615384615384
BRD_20080100039,뚜레쥬르,BRD_20260378,빵굼터,7,0.5384615384615384
BRD_20150085,못난이꽈배기,BRD_20260378,빵굼터,7,0.5384615384615384
BRD_20160521,심봉사도로케,BRD_20161137,명랑시대쌀핫도그,7,0.5384615384615384
BRD_20150085,못난이꽈배기,BRD_20211367,삼송빵집,7,0.5384615384615384
BRD_20150085,못난이꽈배기,BRD_20201275,호두당,7,0.5384615384615384
BRD_20150085,못난이꽈배기,BRD_20170827,핫브레드 ,7,0.5384615384615384
BRD_20150085,못난이꽈배기,BRD_20161137,명랑시대쌀핫도그,7,0.5384615384615384
BRD_20080100039,뚜레쥬르,BRD_20240814,보리원,7,0.5384615384615384
BRD_20160521,심봉사도로케,BRD_20201275,호두당,7,0.5384615384615384
BRD_20160521,심봉사도로케,BRD_20211367,삼송빵집,7,0.5384615384615384
BRD_20160521,심봉사도로케,BRD_20250749,디에그,7,0.5384615384615384
BRD_20150052,빵장수단팥빵,BRD_20170827,핫브레드 ,7,0.5384615384615384
BRD_20160521,심봉사도로케,BRD_20260378,빵굼터,7,0.5384615384615384
BRD_20150052,빵장수단팥빵,BRD_20150085,못난이꽈배기,7,0.5384615384615384
BRD_20080100039,뚜레쥬르,BRD_20240723,올드몬트베이글,7,0.5384615384615384
BRD_20161137,명랑시대쌀핫도그,BRD_20211367,삼송빵집,7,0.5384615384615384
BRD_20140778,크리스피크림,BRD_20212010,복호두,7,0.5384615384615384
BRD_20161137,명랑시대쌀핫도그,BRD_20240478,화이트리에,7,0.5384615384615384
BRD_20080100039,뚜레쥬르,BRD_20250749,디에그,7,0.5384615384615384
BRD_20161137,명랑시대쌀핫도그,BRD_20240814,보리원,7,0.5384615384615384
BRD_20161137,명랑시대쌀핫도그,BRD_20250749,디에그,7,0.5384615384615384
BRD_20161137,명랑시대쌀핫도그,BRD_20260378,빵굼터,7,0.5384615384615384
BRD_20080100675,호밀호두,BRD_20240723,올드몬트베이글,7,0.5384615384615384
BRD_20150085,못난이꽈배기,BRD_20250749,디에그,7,0.5384615384615384
BRD_20212010,복호두,BRD_20240478,화이트리에,7,0.5384615384615384
BRD_20240478,화이트리에,BRD_20260378,빵굼터,7,0.5384615384615384
BRD_20230468,소림사,BRD_20240814,보리원,7,0.5384615384615384
BRD_20230468,소림사,BRD_20250749,디에그,7,0.5384615384615384
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20230468,소림사,7,0.5384615384615384
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20240723,올드몬트베이글,7,0.5384615384615384
BRD_20230468,소림사,BRD_20260378,빵굼터,7,0.5384615384615384
BRD_20240478,화이트리에,BRD_20250749,디에그,7,0.5384615384615384
BRD_20240478,화이트리에,BRD_20240814,보리원,7,0.5384615384615384
BRD_20080500016,던킨/던킨도너츠,BRD_20150085,못난이꽈배기,7,0.5384615384615384
BRD_20080100039,뚜레쥬르,BRD_20140306,롤링핀,7,0.5384615384615384
BRD_20080500016,던킨/던킨도너츠,BRD_20161137,명랑시대쌀핫도그,7,0.5384615384615384
BRD_20080500016,던킨/던킨도너츠,BRD_20170827,핫브레드 ,7,0.5384615384615384
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20150052,빵장수단팥빵,7,0.5384615384615384
BRD_20170827,핫브레드 ,BRD_20201275,호두당,6,0.42857142857142855
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20080500016,던킨/던킨도너츠,6,0.42857142857142855
BRD_20140778,크리스피크림,BRD_20150052,빵장수단팥빵,6,0.42857142857142855
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20140306,롤링핀,6,0.42857142857142855
BRD_20220253,곤트란쉐리에(Gontran Cherrier),BRD_20230468,소림사,6,0.42857142857142855
BRD_20161137,명랑시대쌀핫도그,BRD_20240723,올드몬트베이글,6,0.42857142857142855
BRD_20170827,핫브레드 ,BRD_20212010,복호두,6,0.42857142857142855
BRD_20212010,복호두,BRD_20240723,올드몬트베이글,6,0.42857142857142855
BRD_20140306,롤링핀,BRD_20220253,곤트란쉐리에(Gontran Cherrier),6,0.42857142857142855
BRD_20080500016,던킨/던킨도너츠,BRD_20212010,복호두,6,0.42857142857142855
BRD_20140306,롤링핀,BRD_20170827,핫브레드 ,6,0.42857142857142855
BRD_20212010,복호두,BRD_20230468,소림사,6,0.42857142857142855
BRD_20220253,곤트란쉐리에(Gontran Cherrier),BRD_20240478,화이트리에,6,0.42857142857142855
BRD_20140778,크리스피크림,BRD_20240814,보리원,6,0.42857142857142855
BRD_20220253,곤트란쉐리에(Gontran Cherrier),BRD_20240723,올드몬트베이글,6,0.42857142857142855
BRD_20161137,명랑시대쌀핫도그,BRD_20230468,소림사,6,0.42857142857142855
BRD_20161137,명랑시대쌀핫도그,BRD_20220253,곤트란쉐리에(Gontran Cherrier),6,0.42857142857142855
BRD_20140778,크리스피크림,BRD_20240723,올드몬트베이글,6,0.42857142857142855
BRD_20140306,롤링핀,BRD_20150085,못난이꽈배기,6,0.42857142857142855
BRD_20220253,곤트란쉐리에(Gontran Cherrier),BRD_20240814,보리원,6,0.42857142857142855
BRD_20220253,곤트란쉐리에(Gontran Cherrier),BRD_20250749,디에그,6,0.42857142857142855
BRD_20220253,곤트란쉐리에(Gontran Cherrier),BRD_20260378,빵굼터,6,0.42857142857142855
BRD_20150052,빵장수단팥빵,BRD_20211367,삼송빵집,6,0.42857142857142855
BRD_20160521,심봉사도로케,BRD_20240814,보리원,6,0.42857142857142855
BRD_20150052,빵장수단팥빵,BRD_20220253,곤트란쉐리에(Gontran Cherrier),6,0.42857142857142855
BRD_20150052,빵장수단팥빵,BRD_20240723,올드몬트베이글,6,0.42857142857142855
BRD_20150052,빵장수단팥빵,BRD_20240814,보리원,6,0.42857142857142855
BRD_20080100039,뚜레쥬르,BRD_20140288,스트릿츄러스,6,0.42857142857142855
BRD_20080100039,뚜레쥬르,BRD_20080500016,던킨/던킨도너츠,6,0.42857142857142855
BRD_20140306,롤링핀,BRD_20160521,심봉사도로케,6,0.42857142857142855
BRD_20080500016,던킨/던킨도너츠,BRD_20220253,곤트란쉐리에(Gontran Cherrier),6,0.42857142857142855
BRD_20140306,롤링핀,BRD_20150052,빵장수단팥빵,6,0.42857142857142855
BRD_20211367,삼송빵집,BRD_20240478,화이트리에,6,0.42857142857142855
BRD_20170827,핫브레드 ,BRD_20260378,빵굼터,6,0.42857142857142855
BRD_20140306,롤링핀,BRD_20140778,크리스피크림,6,0.42857142857142855
BRD_20120100621,더베이크,BRD_20240723,올드몬트베이글,6,0.42857142857142855
BRD_20211367,삼송빵집,BRD_20230468,소림사,6,0.42857142857142855
BRD_20201275,호두당,BRD_20220253,곤트란쉐리에(Gontran Cherrier),6,0.42857142857142855
BRD_20080500016,던킨/던킨도너츠,BRD_20120100621,더베이크,6,0.42857142857142855
BRD_20120100621,더베이크,BRD_20211367,삼송빵집,6,0.42857142857142855
BRD_20080100039,뚜레쥬르,BRD_20230468,소림사,6,0.42857142857142855
BRD_20080100039,뚜레쥬르,BRD_20220253,곤트란쉐리에(Gontran Cherrier),6,0.42857142857142855
BRD_20080100039,뚜레쥬르,BRD_20212010,복호두,6,0.42857142857142855
BRD_20080500016,던킨/던킨도너츠,BRD_20140778,크리스피크림,6,0.42857142857142855
BRD_20080500016,던킨/던킨도너츠,BRD_20150052,빵장수단팥빵,6,0.42857142857142855
BRD_20080100675,호밀호두,BRD_20211367,삼송빵집,6,0.42857142857142855
BRD_20120100621,더베이크,BRD_20140306,롤링핀,6,0.42857142857142855
BRD_20080500016,던킨/던킨도너츠,BRD_20160521,심봉사도로케,6,0.42857142857142855
BRD_20080100675,호밀호두,BRD_20230468,소림사,6,0.42857142857142855
BRD_20080500016,던킨/던킨도너츠,BRD_20211367,삼송빵집,6,0.42857142857142855
BRD_20170827,핫브레드 ,BRD_20250749,디에그,6,0.42857142857142855
BRD_20150085,못난이꽈배기,BRD_20240814,보리원,6,0.42857142857142855
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20240814,보리원,6,0.42857142857142855
BRD_20170827,핫브레드 ,BRD_20240723,올드몬트베이글,6,0.42857142857142855
BRD_20080100039,뚜레쥬르,BRD_20160521,심봉사도로케,6,0.42857142857142855
BRD_20170827,핫브레드 ,BRD_20230468,소림사,6,0.42857142857142855
BRD_20170827,핫브레드 ,BRD_20240478,화이트리에,6,0.42857142857142855
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20220253,곤트란쉐리에(Gontran Cherrier),6,0.42857142857142855
BRD_20140288,스트릿츄러스,BRD_20220253,곤트란쉐리에(Gontran Cherrier),6,0.42857142857142855
BRD_20080100675,호밀호두,BRD_20160521,심봉사도로케,6,0.42857142857142855
BRD_20140288,스트릿츄러스,BRD_20212010,복호두,6,0.42857142857142855
BRD_20140288,스트릿츄러스,BRD_20211367,삼송빵집,6,0.42857142857142855
BRD_20120100621,더베이크,BRD_20240814,보리원,6,0.42857142857142855
BRD_20170827,핫브레드 ,BRD_20240814,보리원,6,0.42857142857142855
BRD_20140288,스트릿츄러스,BRD_20160521,심봉사도로케,6,0.42857142857142855
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20240478,화이트리에,6,0.42857142857142855
BRD_20212010,복호두,BRD_20250749,디에그,5,0.3333333333333333
BRD_20080100039,뚜레쥬르,BRD_20080200287,브레댄코(bread&co.DAILY-NEW),5,0.3333333333333333
BRD_20161137,명랑시대쌀핫도그,BRD_20212010,복호두,5,0.3333333333333333
BRD_20160521,심봉사도로케,BRD_20170827,핫브레드 ,5,0.3333333333333333
BRD_20170827,핫브레드 ,BRD_20220253,곤트란쉐리에(Gontran Cherrier),5,0.3333333333333333
BRD_20080100039,뚜레쥬르,BRD_20170827,핫브레드 ,5,0.3333333333333333
BRD_20080100039,뚜레쥬르,BRD_20140778,크리스피크림,5,0.3333333333333333
BRD_20080100039,뚜레쥬르,BRD_20150085,못난이꽈배기,5,0.3333333333333333
BRD_20212010,복호두,BRD_20260378,빵굼터,5,0.3333333333333333
BRD_20212010,복호두,BRD_20240814,보리원,5,0.3333333333333333
BRD_20170827,핫브레드 ,BRD_20211367,삼송빵집,5,0.3333333333333333
BRD_20160521,심봉사도로케,BRD_20240478,화이트리에,5,0.3333333333333333
BRD_20201275,호두당,BRD_20212010,복호두,5,0.3333333333333333
BRD_20161137,명랑시대쌀핫도그,BRD_20170827,핫브레드 ,5,0.3333333333333333
BRD_20211367,삼송빵집,BRD_20220253,곤트란쉐리에(Gontran Cherrier),5,0.3333333333333333
BRD_20160521,심봉사도로케,BRD_20240723,올드몬트베이글,5,0.3333333333333333
BRD_20140778,크리스피크림,BRD_20201275,호두당,5,0.3333333333333333
BRD_20150085,못난이꽈배기,BRD_20240723,올드몬트베이글,5,0.3333333333333333
BRD_20120100621,더베이크,BRD_20160521,심봉사도로케,5,0.3333333333333333
BRD_20080100675,호밀호두,BRD_20150085,못난이꽈배기,5,0.3333333333333333
BRD_20120100621,더베이크,BRD_20260378,빵굼터,5,0.3333333333333333
BRD_20120100621,더베이크,BRD_20250749,디에그,5,0.3333333333333333
BRD_20120100621,더베이크,BRD_20240478,화이트리에,5,0.3333333333333333
BRD_20120100621,더베이크,BRD_20230468,소림사,5,0.3333333333333333
BRD_20120100621,더베이크,BRD_20212010,복호두,5,0.3333333333333333
BRD_20150085,못난이꽈배기,BRD_20240478,화이트리에,5,0.3333333333333333
BRD_20080100675,호밀호두,BRD_20170827,핫브레드 ,5,0.3333333333333333
BRD_20120100621,더베이크,BRD_20161137,명랑시대쌀핫도그,5,0.3333333333333333
BRD_20080100675,호밀호두,BRD_20212010,복호두,5,0.3333333333333333
BRD_20140778,크리스피크림,BRD_20150085,못난이꽈배기,5,0.3333333333333333
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20260378,빵굼터,5,0.3333333333333333
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20250749,디에그,5,0.3333333333333333
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20212010,복호두,5,0.3333333333333333
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20211367,삼송빵집,5,0.3333333333333333
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20201275,호두당,5,0.3333333333333333
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20170827,핫브레드 ,5,0.3333333333333333
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20140778,크리스피크림,5,0.3333333333333333
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20140288,스트릿츄러스,5,0.3333333333333333
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20120100621,더베이크,5,0.3333333333333333
BRD_20140306,롤링핀,BRD_20212010,복호두,5,0.3333333333333333
BRD_20120100621,더베이크,BRD_20201275,호두당,5,0.3333333333333333
BRD_20150052,빵장수단팥빵,BRD_20260378,빵굼터,5,0.3333333333333333
BRD_20150052,빵장수단팥빵,BRD_20240478,화이트리에,5,0.3333333333333333
BRD_20150052,빵장수단팥빵,BRD_20230468,소림사,5,0.3333333333333333
BRD_20150052,빵장수단팥빵,BRD_20250749,디에그,5,0.3333333333333333
BRD_20150052,빵장수단팥빵,BRD_20201275,호두당,5,0.3333333333333333
BRD_20150052,빵장수단팥빵,BRD_20161137,명랑시대쌀핫도그,5,0.3333333333333333
BRD_20150052,빵장수단팥빵,BRD_20160521,심봉사도로케,5,0.3333333333333333
BRD_20140778,크리스피크림,BRD_20260378,빵굼터,5,0.3333333333333333
BRD_20140778,크리스피크림,BRD_20250749,디에그,5,0.3333333333333333
BRD_20140778,크리스피크림,BRD_20240478,화이트리에,5,0.3333333333333333
BRD_20140778,크리스피크림,BRD_20230468,소림사,5,0.3333333333333333
BRD_20140778,크리스피크림,BRD_20211367,삼송빵집,5,0.3333333333333333
BRD_20150085,못난이꽈배기,BRD_20230468,소림사,5,0.3333333333333333
BRD_20212010,복호두,BRD_20220253,곤트란쉐리에(Gontran Cherrier),4,0.25
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20161137,명랑시대쌀핫도그,4,0.25
BRD_20140778,크리스피크림,BRD_20161137,명랑시대쌀핫도그,4,0.25
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20150085,못난이꽈배기,4,0.25
BRD_20150085,못난이꽈배기,BRD_20212010,복호두,4,0.25
BRD_20150085,못난이꽈배기,BRD_20220253,곤트란쉐리에(Gontran Cherrier),4,0.25
BRD_20080100039,뚜레쥬르,BRD_20150052,빵장수단팥빵,4,0.25
BRD_20080100039,뚜레쥬르,BRD_20120100621,더베이크,4,0.25
BRD_20160521,심봉사도로케,BRD_20212010,복호두,4,0.25
BRD_20160521,심봉사도로케,BRD_20230468,소림사,4,0.25
BRD_20140778,크리스피크림,BRD_20160521,심봉사도로케,4,0.25
BRD_20211367,삼송빵집,BRD_20212010,복호두,4,0.25
BRD_20150052,빵장수단팥빵,BRD_20212010,복호두,4,0.25
BRD_20120100621,더베이크,BRD_20220253,곤트란쉐리에(Gontran Cherrier),4,0.25
BRD_20140778,크리스피크림,BRD_20220253,곤트란쉐리에(Gontran Cherrier),4,0.25
BRD_20080100675,호밀호두,BRD_20150052,빵장수단팥빵,4,0.25
BRD_20080100675,호밀호두,BRD_20140778,크리스피크림,4,0.25
BRD_20080100675,호밀호두,BRD_20080200287,브레댄코(bread&co.DAILY-NEW),4,0.25
BRD_20080100675,호밀호두,BRD_20120100621,더베이크,4,0.25
BRD_20080200287,브레댄코(bread&co.DAILY-NEW),BRD_20160521,심봉사도로케,3,0.17647058823529413
BRD_20160521,심봉사도로케,BRD_20220253,곤트란쉐리에(Gontran Cherrier),3,0.17647058823529413
BRD_20080200064,파리바게뜨,BRD_20240478,화이트리에,2,0.1111111111111111
BRD_20080200064,파리바게뜨,BRD_20161137,명랑시대쌀핫도그,2,0.1111111111111111
BRD_20080200064,파리바게뜨,BRD_20211367,삼송빵집,2,0.1111111111111111
BRD_20080200064,파리바게뜨,BRD_20201275,호두당,2,0.1111111111111111
BRD_20080200064,파리바게뜨,BRD_20140288,스트릿츄러스,2,0.1111111111111111
BRD_20080200064,파리바게뜨,BRD_20140778,크리스피크림,2,0.1111111111111111
BRD_20080100675,호밀호두,BRD_20080200064,파리바게뜨,2,0.1111111111111111
BRD_20080200064,파리바게뜨,BRD_20140306,롤링핀,2,0.1111111111111111
BRD_20080200064,파리바게뜨,BRD_20212010,복호두,2,0.1111111111111111
BRD_20080200064,파리바게뜨,BRD_20080500016,던킨/던킨도너츠,2,0.1111111111111111
BRD_20080200064,파리바게뜨,BRD_20220253,곤트란쉐리에(Gontran Cherrier),2,0.1111111111111111
BRD_20080200064,파리바게뜨,BRD_20230468,소림사,2,0.1111111111111111
BRD_20080200064,파리바게뜨,BRD_20240723,올드몬트베이글,2,0.1111111111111111
BRD_20080200064,파리바게뜨,BRD_20240814,보리원,2,0.1111111111111111
BRD_20080200064,파리바게뜨,BRD_20250749,디에그,2,0.1111111111111111
BRD_20080200064,파리바게뜨,BRD_20260378,빵굼터,2,0.1111111111111111
BRD_20080100039,뚜레쥬르,BRD_20080200064,파리바게뜨,2,0.1111111111111111
BRD_20080200064,파리바게뜨,BRD_20170827,핫브레드 ,1,0.05263157894736842
BRD_20080200064,파리바게뜨,BRD_20160521,심봉사도로케,1,0.05263157894736842
BRD_20080200064,파리바게뜨,BRD_20150085,못난이꽈배기,1,0.05263157894736842
BRD_20080200064,파리바게뜨,BRD_20150052,빵장수단팥빵,1,0.05263157894736842
BRD_20080200064,파리바게뜨,BRD_20120100621,더베이크,1,0.05263157894736842
BRD_20080200064,파리바게뜨,BRD_20080200287,브레댄코(bread&co.DAILY-NEW),1,0.05263157894736842
