experiment_id,rank,hit@5,ndcg@5,hit@10,ndcg@10,hit@20,ndcg@20
ccg_dna_only,176.56190476190477,0.1142857142857143,0.1142857142857143,0.1142857142857143,0.1142857142857143,0.17142857142857143,0.1282096067991307
market_total_sales,130.3904761904762,0.11428571428571428,0.05674785285146319,0.13333333333333333,0.06289330059837661,0.26666666666666666,0.09664191221237421
market_total_transactions,130.5047619047619,0.05714285714285714,0.02533865163527262,0.14285714285714285,0.050869923904458464,0.26666666666666666,0.08261043954968768
hybrid_area_25,194.56190476190477,0.01904761904761905,0.010110536301379529,0.047619047619047616,0.019634345825189053,0.08571428571428572,0.029205050617671435
hybrid_area_50,205.94285714285715,0.028571428571428574,0.01147030640516644,0.0380952380952381,0.014337258744823405,0.05714285714285715,0.01878285042602719
area_dna_only,227.8380952380952,0.01904761904761905,0.008863586267365648,0.028571428571428574,0.011616584613250294,0.028571428571428574,0.011616584613250294
hybrid_area_75,221.33333333333334,0.0,0.0,0.028571428571428574,0.008898446092798076,0.0380952380952381,0.0112284512558288
