brands_with_top10,mean_top10_jaccard,max_top10_jaccard,areas_recommended_to_all_brands,most_repeated_area_brand_count,high_competition_risk_top20_count,near_same_brand_500_750m_count
24,0.07997751800753551,0.5384615384615384,0,8,29,37
