prediction,n,wape_pct,mae_won,spearman,top10_vs_mean_lift,relative_mae_vs_primary_baseline
baseline_current_q_annualized,3863,18.11943698905165,64308201.877187625,0.9666510220895527,3.925129771477199,1.0
hist_gradient_boosting_corrected_v1,3863,19.227636260126957,68241342.98347722,0.9637894488809663,3.9171993232672353,1.0611608005118989
random_forest_corrected_v1,3863,18.469725380845517,65551420.23040284,0.9659977349836995,3.9103426986805805,1.0193321896262852
