prediction,n,wape_pct,mae_won,spearman,top10_vs_mean_lift,relative_mae_vs_primary_baseline
baseline_current_q_annualized,3863,18.11943698905165,64308201.877187625,0.9666510220895527,3.925129771477199,1.0
ridge_baseline_corrected_v1,3863,19.478200031845475,69130625.89135787,0.9652725495297192,3.8970582573158596,1.074989252900895
elasticnet_baseline_corrected_v1,3863,19.335808335945416,68625259.5308518,0.9654256302306533,3.9053736633250637,1.067130747364211
